Item_Name, Price
USP-S | Forest Leaves (Souvenir Well-Worn), 90.45
USP-S | Forest Leaves (Souvenir Battle-Scarred), 121.55
★ M9 Bayonet | Slaughter (Factory New), 1,224.02
★ M9 Bayonet | Slaughter (Minimal Wear), 1,040.00
★ M9 Bayonet | Slaughter (Field-Tested), 919.61
★ StatTrak™ M9 Bayonet | Slaughter (Factory New), 1,135.00
★ StatTrak™ M9 Bayonet | Slaughter (Minimal Wear), 1,038.07
★ StatTrak™ M9 Bayonet | Slaughter (Field-Tested), 885.90
★ Skeleton Knife | Slaughter (Factory New), 754.73
★ Skeleton Knife | Slaughter (Minimal Wear), 684.07
★ Skeleton Knife | Slaughter (Field-Tested), 673.62
★ StatTrak™ Skeleton Knife | Slaughter (Factory New), 766.57
★ StatTrak™ Skeleton Knife | Slaughter (Minimal Wear), 670.75
★ StatTrak™ Skeleton Knife | Slaughter (Field-Tested), 670.75
★ Karambit | Vanilla (Normal), 1,360.25
★ StatTrak™ Karambit | Vanilla (StatTrak), 1,250.00
★ Bayonet | Ultraviolet (Factory New), 595.00
★ Bayonet | Ultraviolet (Minimal Wear), 325.79
★ Bayonet | Ultraviolet (Field-Tested), 221.75
★ Bayonet | Ultraviolet (Well-Worn), 216.00
★ Bayonet | Ultraviolet (Battle-Scarred), 202.59
★ StatTrak™ Bayonet | Ultraviolet (Factory New), 0
★ StatTrak™ Bayonet | Ultraviolet (Minimal Wear), 340.71
★ StatTrak™ Bayonet | Ultraviolet (Field-Tested), 232.70
★ StatTrak™ Bayonet | Ultraviolet (Well-Worn), 227.23
★ StatTrak™ Bayonet | Ultraviolet (Battle-Scarred), 246.56
★ Bayonet | Marble Fade (Factory New), 566.19
★ Bayonet | Marble Fade (Minimal Wear), 588.50
★ StatTrak™ Bayonet | Marble Fade (Factory New), 607.99
★ StatTrak™ Bayonet | Marble Fade (Minimal Wear), 821.32
MAC-10 | Curse (Factory New), 9.99
MAC-10 | Curse (Minimal Wear), 8.47
MAC-10 | Curse (Field-Tested), 8.42
MAC-10 | Curse (Well-Worn), 7.73
MAC-10 | Curse (Battle-Scarred), 10.09
StatTrak™ MAC-10 | Curse (Factory New), 15.95
StatTrak™ MAC-10 | Curse (Minimal Wear), 12.93
StatTrak™ MAC-10 | Curse (Field-Tested), 12.29
StatTrak™ MAC-10 | Curse (Well-Worn), 20.44
StatTrak™ MAC-10 | Curse (Battle-Scarred), 35.89
MAC-10 | Neon Rider (Factory New), 10.57
MAC-10 | Neon Rider (Minimal Wear), 7.05
MAC-10 | Neon Rider (Field-Tested), 6.12
MAC-10 | Neon Rider (Well-Worn), 6.38
StatTrak™ MAC-10 | Neon Rider (Factory New), 39.37
StatTrak™ MAC-10 | Neon Rider (Minimal Wear), 24.91
StatTrak™ MAC-10 | Neon Rider (Field-Tested), 19.09
StatTrak™ MAC-10 | Neon Rider (Well-Worn), 18.18
M4A1-S | Black Lotus (Factory New), 20.58
M4A1-S | Black Lotus (Minimal Wear), 12.29
M4A1-S | Black Lotus (Field-Tested), 9.15
M4A1-S | Black Lotus (Well-Worn), 9.44
M4A1-S | Black Lotus (Battle-Scarred), 9.03
StatTrak™ M4A1-S | Black Lotus (Factory New), 56.74
StatTrak™ M4A1-S | Black Lotus (Minimal Wear), 30.28
StatTrak™ M4A1-S | Black Lotus (Field-Tested), 21.62
StatTrak™ M4A1-S | Black Lotus (Well-Worn), 22.72
StatTrak™ M4A1-S | Black Lotus (Battle-Scarred), 22.13
★ Gut Knife | Lore (Factory New), 200.00
★ Gut Knife | Lore (Minimal Wear), 166.81
★ Gut Knife | Lore (Field-Tested), 138.66
★ Gut Knife | Lore (Well-Worn), 129.63
★ Gut Knife | Lore (Battle-Scarred), 134.86
★ StatTrak™ Gut Knife | Lore (Factory New), 272.68
★ StatTrak™ Gut Knife | Lore (Minimal Wear), 184.73
★ StatTrak™ Gut Knife | Lore (Field-Tested), 146.50
★ StatTrak™ Gut Knife | Lore (Well-Worn), 160.00
★ StatTrak™ Gut Knife | Lore (Battle-Scarred), 150.43
★ Huntsman Knife | Autotronic (Factory New), 294.30
★ Huntsman Knife | Autotronic (Minimal Wear), 226.84
★ Huntsman Knife | Autotronic (Field-Tested), 187.67
★ Huntsman Knife | Autotronic (Well-Worn), 180.09
★ Huntsman Knife | Autotronic (Battle-Scarred), 155.23
★ StatTrak™ Huntsman Knife | Autotronic (Factory New), 349.00
★ StatTrak™ Huntsman Knife | Autotronic (Minimal Wear), 230.00
★ StatTrak™ Huntsman Knife | Autotronic (Field-Tested), 191.43
★ StatTrak™ Huntsman Knife | Autotronic (Well-Worn), 225.50
★ StatTrak™ Huntsman Knife | Autotronic (Battle-Scarred), 175.14
★ M9 Bayonet | Marble Fade (Factory New), 1,292.40
★ M9 Bayonet | Marble Fade (Minimal Wear), 1,247.44
★ StatTrak™ M9 Bayonet | Marble Fade (Factory New), 1,222.75
★ StatTrak™ M9 Bayonet | Marble Fade (Minimal Wear), 1,256.63
★ Talon Knife | Safari Mesh (Factory New), 342.08
★ Talon Knife | Safari Mesh (Minimal Wear), 284.58
★ Talon Knife | Safari Mesh (Field-Tested), 264.02
★ Talon Knife | Safari Mesh (Well-Worn), 265.22
★ Talon Knife | Safari Mesh (Battle-Scarred), 263.17
★ StatTrak™ Talon Knife | Safari Mesh (Factory New), 1,400.00
★ StatTrak™ Talon Knife | Safari Mesh (Minimal Wear), 301.15
★ StatTrak™ Talon Knife | Safari Mesh (Field-Tested), 270.90
★ StatTrak™ Talon Knife | Safari Mesh (Well-Worn), 264.94
★ StatTrak™ Talon Knife | Safari Mesh (Battle-Scarred), 268.30
Desert Eagle | Cobalt Disruption (Factory New), 72.18
Desert Eagle | Cobalt Disruption (Minimal Wear), 62.35
Desert Eagle | Cobalt Disruption (Field-Tested), 63.19
StatTrak™ Desert Eagle | Cobalt Disruption (Factory New), 142.47
StatTrak™ Desert Eagle | Cobalt Disruption (Minimal Wear), 102.21
StatTrak™ Desert Eagle | Cobalt Disruption (Field-Tested), 103.17
★ Ursus Knife | Ultraviolet (Factory New), 401.27
★ Ursus Knife | Ultraviolet (Minimal Wear), 201.23
★ Ursus Knife | Ultraviolet (Field-Tested), 164.98
★ Ursus Knife | Ultraviolet (Well-Worn), 154.99
★ Ursus Knife | Ultraviolet (Battle-Scarred), 136.88
★ StatTrak™ Ursus Knife | Ultraviolet (Factory New), 1,000.00
★ StatTrak™ Ursus Knife | Ultraviolet (Minimal Wear), 205.33
★ StatTrak™ Ursus Knife | Ultraviolet (Field-Tested), 170.73
★ StatTrak™ Ursus Knife | Ultraviolet (Well-Worn), 164.26
★ StatTrak™ Ursus Knife | Ultraviolet (Battle-Scarred), 145.66
★ Kukri Knife | Urban Masked (Factory New), 321.68
★ Kukri Knife | Urban Masked (Minimal Wear), 170.32
★ Kukri Knife | Urban Masked (Field-Tested), 139.55
★ Kukri Knife | Urban Masked (Well-Worn), 132.23
★ Kukri Knife | Urban Masked (Battle-Scarred), 129.74
★ StatTrak™ Kukri Knife | Urban Masked (Factory New), 395.33
★ StatTrak™ Kukri Knife | Urban Masked (Minimal Wear), 175.09
★ StatTrak™ Kukri Knife | Urban Masked (Field-Tested), 134.74
★ StatTrak™ Kukri Knife | Urban Masked (Well-Worn), 134.83
★ StatTrak™ Kukri Knife | Urban Masked (Battle-Scarred), 134.08
★ Kukri Knife | Forest DDPAT (Factory New), 273.77
★ Kukri Knife | Forest DDPAT (Minimal Wear), 150.00
★ Kukri Knife | Forest DDPAT (Field-Tested), 138.05
★ Kukri Knife | Forest DDPAT (Well-Worn), 131.24
★ Kukri Knife | Forest DDPAT (Battle-Scarred), 123.47
★ StatTrak™ Kukri Knife | Forest DDPAT (Factory New), 342.08
★ StatTrak™ Kukri Knife | Forest DDPAT (Minimal Wear), 152.30
★ StatTrak™ Kukri Knife | Forest DDPAT (Field-Tested), 132.11
★ StatTrak™ Kukri Knife | Forest DDPAT (Well-Worn), 134.32
★ StatTrak™ Kukri Knife | Forest DDPAT (Battle-Scarred), 134.59
Desert Eagle | Urban DDPAT (Factory New), 11.97
Desert Eagle | Urban DDPAT (Minimal Wear), 2.62
Desert Eagle | Urban DDPAT (Field-Tested), 2.13
Desert Eagle | Urban DDPAT (Well-Worn), 2.16
Desert Eagle | Urban DDPAT (Battle-Scarred), 1.92
Desert Eagle | Urban DDPAT (Souvenir Factory New), 12.17
Desert Eagle | Urban DDPAT (Souvenir Minimal Wear), 1.59
Desert Eagle | Urban DDPAT (Souvenir Field-Tested), 0.47
Desert Eagle | Urban DDPAT (Souvenir Well-Worn), 0.71
Desert Eagle | Urban DDPAT (Souvenir Battle-Scarred), 0.56
★ Bayonet | Bright Water (Factory New), 324.28
★ Bayonet | Bright Water (Minimal Wear), 276.51
★ Bayonet | Bright Water (Field-Tested), 238.26
★ Bayonet | Bright Water (Well-Worn), 227.73
★ Bayonet | Bright Water (Battle-Scarred), 224.82
★ StatTrak™ Bayonet | Bright Water (Factory New), 345.95
★ StatTrak™ Bayonet | Bright Water (Minimal Wear), 289.51
★ StatTrak™ Bayonet | Bright Water (Field-Tested), 240.76
★ StatTrak™ Bayonet | Bright Water (Well-Worn), 224.68
★ StatTrak™ Bayonet | Bright Water (Battle-Scarred), 225.86
Glock-18 | Oxide Blaze (Factory New), 0.39
Glock-18 | Oxide Blaze (Minimal Wear), 0.11
Glock-18 | Oxide Blaze (Field-Tested), 0.07
Glock-18 | Oxide Blaze (Well-Worn), 0.12
Glock-18 | Oxide Blaze (Battle-Scarred), 0.06
StatTrak™ Glock-18 | Oxide Blaze (Factory New), 1.54
StatTrak™ Glock-18 | Oxide Blaze (Minimal Wear), 0.45
StatTrak™ Glock-18 | Oxide Blaze (Field-Tested), 0.24
StatTrak™ Glock-18 | Oxide Blaze (Well-Worn), 0.39
StatTrak™ Glock-18 | Oxide Blaze (Battle-Scarred), 0.39
★ Stiletto Knife | Marble Fade (Factory New), 525.08
★ Stiletto Knife | Marble Fade (Minimal Wear), 532.33
★ StatTrak™ Stiletto Knife | Marble Fade (Factory New), 525.51
★ StatTrak™ Stiletto Knife | Marble Fade (Minimal Wear), 597.65
★ Stiletto Knife | Tiger Tooth (Factory New), 470.56
★ Stiletto Knife | Tiger Tooth (Minimal Wear), 473.75
★ StatTrak™ Stiletto Knife | Tiger Tooth (Factory New), 452.75
★ StatTrak™ Stiletto Knife | Tiger Tooth (Minimal Wear), 471.44
Glock-18 | Brass (Factory New), 65.02
Glock-18 | Brass (Minimal Wear), 29.22
Glock-18 | Brass (Field-Tested), 16.36
Glock-18 | Brass (Well-Worn), 14.71
Glock-18 | Brass (Battle-Scarred), 15.09
Glock-18 | Catacombs (Factory New), 0.60
Glock-18 | Catacombs (Minimal Wear), 0.42
Glock-18 | Catacombs (Field-Tested), 0.25
Glock-18 | Catacombs (Well-Worn), 0.37
Glock-18 | Catacombs (Battle-Scarred), 0.34
StatTrak™ Glock-18 | Catacombs (Factory New), 1.90
StatTrak™ Glock-18 | Catacombs (Minimal Wear), 1.26
StatTrak™ Glock-18 | Catacombs (Field-Tested), 0.83
StatTrak™ Glock-18 | Catacombs (Well-Worn), 1.10
StatTrak™ Glock-18 | Catacombs (Battle-Scarred), 1.55
Glock-18 | Groundwater (Factory New), 53.59
Glock-18 | Groundwater (Minimal Wear), 15.08
Glock-18 | Groundwater (Field-Tested), 14.64
Glock-18 | Groundwater (Well-Worn), 15.74
Glock-18 | Groundwater (Battle-Scarred), 16.19
Glock-18 | Groundwater (Souvenir Factory New), 88.97
Glock-18 | Groundwater (Souvenir Minimal Wear), 12.63
Glock-18 | Groundwater (Souvenir Field-Tested), 3.88
Glock-18 | Groundwater (Souvenir Well-Worn), 4.10
Glock-18 | Groundwater (Souvenir Battle-Scarred), 3.39
★ Butterfly Knife | Damascus Steel (Factory New), 1,216.52
★ Butterfly Knife | Damascus Steel (Minimal Wear), 1,129.48
★ Butterfly Knife | Damascus Steel (Field-Tested), 1,059.81
★ Butterfly Knife | Damascus Steel (Well-Worn), 1,005.92
★ Butterfly Knife | Damascus Steel (Battle-Scarred), 1,080.23
★ StatTrak™ Butterfly Knife | Damascus Steel (Factory New), 1,197.76
★ StatTrak™ Butterfly Knife | Damascus Steel (Minimal Wear), 1,104.67
★ StatTrak™ Butterfly Knife | Damascus Steel (Field-Tested), 1,074.43
★ StatTrak™ Butterfly Knife | Damascus Steel (Well-Worn), 1,060.88
★ StatTrak™ Butterfly Knife | Damascus Steel (Battle-Scarred), 1,100.00
MAC-10 | Toybox (Factory New), 14.40
MAC-10 | Toybox (Minimal Wear), 6.20
MAC-10 | Toybox (Field-Tested), 3.28
MAC-10 | Toybox (Well-Worn), 2.78
MAC-10 | Toybox (Battle-Scarred), 2.94
StatTrak™ MAC-10 | Toybox (Factory New), 37.06
StatTrak™ MAC-10 | Toybox (Minimal Wear), 17.94
StatTrak™ MAC-10 | Toybox (Field-Tested), 11.82
StatTrak™ MAC-10 | Toybox (Well-Worn), 13.46
StatTrak™ MAC-10 | Toybox (Battle-Scarred), 20.53
★ Ursus Knife | Forest DDPAT (Factory New), 191.36
★ Ursus Knife | Forest DDPAT (Minimal Wear), 130.40
★ Ursus Knife | Forest DDPAT (Field-Tested), 124.73
★ Ursus Knife | Forest DDPAT (Well-Worn), 118.28
★ Ursus Knife | Forest DDPAT (Battle-Scarred), 121.83
★ StatTrak™ Ursus Knife | Forest DDPAT (Factory New), 10,000.00
★ StatTrak™ Ursus Knife | Forest DDPAT (Minimal Wear), 131.41
★ StatTrak™ Ursus Knife | Forest DDPAT (Field-Tested), 119.22
★ StatTrak™ Ursus Knife | Forest DDPAT (Well-Worn), 134.68
★ StatTrak™ Ursus Knife | Forest DDPAT (Battle-Scarred), 146.64
M4A4 | Eye of Horus (Factory New), 491.42
M4A4 | Eye of Horus (Minimal Wear), 328.44
M4A4 | Eye of Horus (Field-Tested), 194.22
M4A4 | Eye of Horus (Well-Worn), 163.90
M4A4 | Eye of Horus (Battle-Scarred), 139.00
M4A4 | Eye of Horus (Souvenir Factory New), 1,505.76
M4A4 | Eye of Horus (Souvenir Minimal Wear), 668.52
M4A4 | Eye of Horus (Souvenir Field-Tested), 290.19
M4A4 | Eye of Horus (Souvenir Well-Worn), 299.23
M4A4 | Eye of Horus (Souvenir Battle-Scarred), 186.09
★ Survival Knife | Blue Steel (Factory New), 180.55
★ Survival Knife | Blue Steel (Minimal Wear), 135.88
★ Survival Knife | Blue Steel (Field-Tested), 136.13
★ Survival Knife | Blue Steel (Well-Worn), 130.39
★ Survival Knife | Blue Steel (Battle-Scarred), 122.56
★ StatTrak™ Survival Knife | Blue Steel (Factory New), 320.00
★ StatTrak™ Survival Knife | Blue Steel (Minimal Wear), 198.41
★ StatTrak™ Survival Knife | Blue Steel (Field-Tested), 138.25
★ StatTrak™ Survival Knife | Blue Steel (Well-Worn), 163.66
★ StatTrak™ Survival Knife | Blue Steel (Battle-Scarred), 161.81
M4A1-S | Imminent Danger (Factory New), 1,620.32
M4A1-S | Imminent Danger (Minimal Wear), 1,046.37
M4A1-S | Imminent Danger (Field-Tested), 635.91
M4A1-S | Imminent Danger (Well-Worn), 900.00
M4A1-S | Imminent Danger (Battle-Scarred), 622.00
M4A1-S | Imminent Danger (Souvenir Factory New), 4,600.00
M4A1-S | Imminent Danger (Souvenir Minimal Wear), 1,379.19
M4A1-S | Imminent Danger (Souvenir Field-Tested), 610.45
M4A1-S | Imminent Danger (Souvenir Well-Worn), 607.86
M4A1-S | Imminent Danger (Souvenir Battle-Scarred), 513.32
★ Moto Gloves | Boom! (Factory New), 1,015.23
★ Moto Gloves | Boom! (Minimal Wear), 327.16
★ Moto Gloves | Boom! (Field-Tested), 178.40
★ Moto Gloves | Boom! (Well-Worn), 143.44
★ Moto Gloves | Boom! (Battle-Scarred), 115.60
★ Specialist Gloves | Buckshot (Factory New), 325.72
★ Specialist Gloves | Buckshot (Minimal Wear), 130.79
★ Specialist Gloves | Buckshot (Field-Tested), 105.90
★ Specialist Gloves | Buckshot (Well-Worn), 93.60
★ Specialist Gloves | Buckshot (Battle-Scarred), 87.57
★ Bayonet | Crimson Web (Factory New), 3,189.48
★ Bayonet | Crimson Web (Minimal Wear), 450.00
★ Bayonet | Crimson Web (Field-Tested), 288.62
★ Bayonet | Crimson Web (Well-Worn), 262.70
★ Bayonet | Crimson Web (Battle-Scarred), 258.44
★ StatTrak™ Bayonet | Crimson Web (Factory New), 0
★ StatTrak™ Bayonet | Crimson Web (Minimal Wear), 465.28
★ StatTrak™ Bayonet | Crimson Web (Field-Tested), 306.55
★ StatTrak™ Bayonet | Crimson Web (Well-Worn), 360.47
★ StatTrak™ Bayonet | Crimson Web (Battle-Scarred), 287.46
★ Bayonet | Urban Masked (Factory New), 336.60
★ Bayonet | Urban Masked (Minimal Wear), 230.63
★ Bayonet | Urban Masked (Field-Tested), 184.79
★ Bayonet | Urban Masked (Well-Worn), 184.79
★ Bayonet | Urban Masked (Battle-Scarred), 199.00
★ StatTrak™ Bayonet | Urban Masked (Factory New), 0
★ StatTrak™ Bayonet | Urban Masked (Minimal Wear), 241.74
★ StatTrak™ Bayonet | Urban Masked (Field-Tested), 187.11
★ StatTrak™ Bayonet | Urban Masked (Well-Worn), 191.64
★ StatTrak™ Bayonet | Urban Masked (Battle-Scarred), 190.60
★ Moto Gloves | Transport (Factory New), 369.52
★ Moto Gloves | Transport (Minimal Wear), 130.00
★ Moto Gloves | Transport (Field-Tested), 94.28
★ Moto Gloves | Transport (Well-Worn), 85.48
★ Moto Gloves | Transport (Battle-Scarred), 76.40
AWP | Lightning Strike (Factory New), 519.47
AWP | Lightning Strike (Minimal Wear), 530.07
StatTrak™ AWP | Lightning Strike (Factory New), 795.00
StatTrak™ AWP | Lightning Strike (Minimal Wear), 821.29
M4A4 | Converter (Factory New), 1.01
M4A4 | Converter (Minimal Wear), 0.56
M4A4 | Converter (Field-Tested), 0.32
M4A4 | Converter (Well-Worn), 0.60
M4A4 | Converter (Souvenir Factory New), 9.42
M4A4 | Converter (Souvenir Minimal Wear), 4.26
M4A4 | Converter (Souvenir Field-Tested), 3.20
M4A4 | Converter (Souvenir Well-Worn), 20.53
Glock-18 | Sacrifice (Factory New), 0.95
Glock-18 | Sacrifice (Minimal Wear), 0.20
Glock-18 | Sacrifice (Field-Tested), 0.15
Glock-18 | Sacrifice (Well-Worn), 0.11
Glock-18 | Sacrifice (Battle-Scarred), 0.11
StatTrak™ Glock-18 | Sacrifice (Factory New), 3.95
StatTrak™ Glock-18 | Sacrifice (Minimal Wear), 0.90
StatTrak™ Glock-18 | Sacrifice (Field-Tested), 0.44
StatTrak™ Glock-18 | Sacrifice (Well-Worn), 0.37
StatTrak™ Glock-18 | Sacrifice (Battle-Scarred), 0.35
★ Butterfly Knife | Rust Coat (Well-Worn), 872.58
★ Butterfly Knife | Rust Coat (Battle-Scarred), 867.89
★ StatTrak™ Butterfly Knife | Rust Coat (Well-Worn), 942.88
★ StatTrak™ Butterfly Knife | Rust Coat (Battle-Scarred), 841.62
USP-S | Ancient Visions (Factory New), 42.35
USP-S | Ancient Visions (Minimal Wear), 40.92
USP-S | Ancient Visions (Field-Tested), 40.51
USP-S | Ancient Visions (Well-Worn), 40.26
USP-S | Ancient Visions (Souvenir Factory New), 11.45
USP-S | Ancient Visions (Souvenir Minimal Wear), 7.83
USP-S | Ancient Visions (Souvenir Field-Tested), 5.07
USP-S | Ancient Visions (Souvenir Well-Worn), 6.70
USP-S | Stainless (Factory New), 19.57
USP-S | Stainless (Minimal Wear), 8.33
USP-S | Stainless (Field-Tested), 5.33
USP-S | Stainless (Well-Worn), 6.01
USP-S | Stainless (Battle-Scarred), 5.31
StatTrak™ USP-S | Stainless (Factory New), 74.03
StatTrak™ USP-S | Stainless (Minimal Wear), 28.72
StatTrak™ USP-S | Stainless (Field-Tested), 16.07
StatTrak™ USP-S | Stainless (Well-Worn), 19.27
StatTrak™ USP-S | Stainless (Battle-Scarred), 13.50
AUG | Stymphalian (Factory New), 6.28
AUG | Stymphalian (Minimal Wear), 2.77
AUG | Stymphalian (Field-Tested), 1.20
AUG | Stymphalian (Well-Worn), 1.20
AUG | Stymphalian (Battle-Scarred), 1.09
StatTrak™ AUG | Stymphalian (Factory New), 12.54
StatTrak™ AUG | Stymphalian (Minimal Wear), 4.55
StatTrak™ AUG | Stymphalian (Field-Tested), 2.12
StatTrak™ AUG | Stymphalian (Well-Worn), 2.03
StatTrak™ AUG | Stymphalian (Battle-Scarred), 1.83
★ Specialist Gloves | Mogul (Factory New), 824.78
★ Specialist Gloves | Mogul (Minimal Wear), 298.34
★ Specialist Gloves | Mogul (Field-Tested), 172.98
★ Specialist Gloves | Mogul (Well-Worn), 145.05
★ Specialist Gloves | Mogul (Battle-Scarred), 134.76
Desert Eagle | Hypnotic (Factory New), 82.88
Desert Eagle | Hypnotic (Minimal Wear), 91.40
StatTrak™ Desert Eagle | Hypnotic (Factory New), 127.49
StatTrak™ Desert Eagle | Hypnotic (Minimal Wear), 194.64
M4A4 | Magnesium (Factory New), 2.41
M4A4 | Magnesium (Minimal Wear), 0.60
M4A4 | Magnesium (Field-Tested), 0.30
M4A4 | Magnesium (Well-Worn), 0.13
M4A4 | Magnesium (Battle-Scarred), 0.06
StatTrak™ M4A4 | Magnesium (Factory New), 8.34
StatTrak™ M4A4 | Magnesium (Minimal Wear), 2.09
StatTrak™ M4A4 | Magnesium (Field-Tested), 0.88
StatTrak™ M4A4 | Magnesium (Well-Worn), 0.61
StatTrak™ M4A4 | Magnesium (Battle-Scarred), 0.60
★ Nomad Knife | Slaughter (Factory New), 485.40
★ Nomad Knife | Slaughter (Minimal Wear), 434.09
★ Nomad Knife | Slaughter (Field-Tested), 429.00
★ StatTrak™ Nomad Knife | Slaughter (Factory New), 467.34
★ StatTrak™ Nomad Knife | Slaughter (Minimal Wear), 420.61
★ StatTrak™ Nomad Knife | Slaughter (Field-Tested), 505.96
★ Shadow Daggers | Urban Masked (Factory New), 140.99
★ Shadow Daggers | Urban Masked (Minimal Wear), 98.05
★ Shadow Daggers | Urban Masked (Field-Tested), 95.00
★ Shadow Daggers | Urban Masked (Well-Worn), 93.20
★ Shadow Daggers | Urban Masked (Battle-Scarred), 95.29
★ StatTrak™ Shadow Daggers | Urban Masked (Factory New), 0
★ StatTrak™ Shadow Daggers | Urban Masked (Minimal Wear), 120.99
★ StatTrak™ Shadow Daggers | Urban Masked (Field-Tested), 99.79
★ StatTrak™ Shadow Daggers | Urban Masked (Well-Worn), 130.00
★ StatTrak™ Shadow Daggers | Urban Masked (Battle-Scarred), 145.41
MP9 | Hypnotic (Factory New), 8.98
MP9 | Hypnotic (Minimal Wear), 11.47
StatTrak™ MP9 | Hypnotic (Factory New), 33.50
StatTrak™ MP9 | Hypnotic (Minimal Wear), 35.20
AK-47 | Phantom Disruptor (Factory New), 10.06
AK-47 | Phantom Disruptor (Minimal Wear), 5.61
AK-47 | Phantom Disruptor (Field-Tested), 3.91
AK-47 | Phantom Disruptor (Well-Worn), 4.39
AK-47 | Phantom Disruptor (Battle-Scarred), 3.83
StatTrak™ AK-47 | Phantom Disruptor (Factory New), 26.97
StatTrak™ AK-47 | Phantom Disruptor (Minimal Wear), 15.16
StatTrak™ AK-47 | Phantom Disruptor (Field-Tested), 10.56
StatTrak™ AK-47 | Phantom Disruptor (Well-Worn), 12.44
StatTrak™ AK-47 | Phantom Disruptor (Battle-Scarred), 9.80
USP-S | 27 (Factory New), 0.78
USP-S | 27 (Minimal Wear), 0.33
USP-S | 27 (Field-Tested), 0.15
USP-S | 27 (Well-Worn), 0.12
USP-S | 27 (Battle-Scarred), 0.11
StatTrak™ USP-S | 27 (Factory New), 4.16
StatTrak™ USP-S | 27 (Minimal Wear), 1.10
StatTrak™ USP-S | 27 (Field-Tested), 0.76
